"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
0.56762,-0.013278,0,10.283,0.74835,-0.00036319,1.7442
0.56676,-0.013281,0,10.295,0.75589,-0.00036025,1.5813
0.56676,-0.013281,0,10.295,0.75589,-0.00036025,1.5813
0.56676,-0.013281,0,10.295,0.75589,-0.00036025,1.5813
0.56676,-0.013281,0,10.295,0.75589,-0.00036025,1.5813
0.56676,-0.013281,0,10.295,0.75589,-0.00036025,1.5813
0.40808,-0.0121,0,10.82,-2.684,-0.0013913,-5.8364
0.40808,-0.0121,0,10.82,-2.684,-0.0013913,-5.8364
0.40808,-0.0121,0,10.82,-2.684,-0.0013913,-5.8364
0.40808,-0.0121,0,10.82,-2.684,-0.0013913,-5.8364
0.50006,-0.011485,0,9.5358,0.60736,0.0013798,-9.7855
0.50043,-0.011498,0,9.5608,0.61328,0.0013636,-9.7708
0.51674,-0.012132,0,10.297,0.748,0.00054213,-7.08
0.51674,-0.012132,0,10.297,0.748,0.00054213,-7.08
0.51674,-0.012132,0,10.297,0.748,0.00054213,-7.08
0.51674,-0.012132,0,10.297,0.748,0.00054213,-7.08
0.5157,-0.010634,0,9.2536,0.704,0.0011381,-7.2872
0.5157,-0.010876,0,9.4552,0.71271,0.0010656,-7.2799
0.5157,-0.010876,0,9.4552,0.71271,0.0010656,-7.2799
0.51674,-0.010274,0,9.0084,0.70541,0.0012146,-7.2639
0.51584,-0.010255,0,8.9447,0.6923,0.0012476,-7.294
0.52508,-0.012127,0,10.361,0.79024,0.00031711,-5.7143
0.52474,-0.012126,0,10.359,0.78862,0.00032631,-5.7663
0.52508,-0.012127,0,10.361,0.79024,0.00031711,-5.7143
0.52494,-0.011962,0,10.275,0.78763,0.00037943,-5.7482
0.52508,-0.012127,0,10.361,0.79024,0.00031711,-5.7143
0.52508,-0.012127,0,10.361,0.79024,0.00031711,-5.7143
0.53967,-0.01087,0,9.9689,0.82818,0.00031087,-3.3108
0.53967,-0.01087,0,9.9689,0.82818,0.00031087,-3.3108
0.53967,-0.011664,0,10.235,0.83049,0.0001092,-3.2918
0.53967,-0.01087,0,9.9689,0.82818,0.00031087,-3.3108
0.53967,-0.01087,0,9.9689,0.82818,0.00031087,-3.3108
0.54384,-0.01087,0,10.003,0.83756,0.00020546,-2.5866
0.54176,-0.0096285,0,9.3659,0.81585,0.00057558,-2.9729
0.54206,-0.0096286,0,9.3729,0.81687,0.00056635,-2.9227
0.54176,-0.0096285,0,9.3659,0.81585,0.00057558,-2.9729
0.54176,-0.0096285,0,9.3659,0.81585,0.00057558,-2.9729
0.54176,-0.0096285,0,9.3659,0.81585,0.00057558,-2.9729
0.54176,-0.0096285,0,9.3659,0.81585,0.00057558,-2.9729
0.54176,-0.0096285,0,9.3659,0.81585,0.00057558,-2.9729
0.54801,-0.010862,0,10.021,0.84092,0.00012442,-1.8352
0.55009,-0.009616,0,9.5243,0.83246,0.00037794,-1.4706
0.55009,-0.009616,0,9.5243,0.83246,0.00037794,-1.4706
0.55009,-0.009616,0,9.5243,0.83246,0.00037794,-1.4706
0.55009,-0.009616,0,9.5243,0.83246,0.00037794,-1.4706
0.58754,-0.010692,0,9.7338,0.46646,-0.0003301,5.2781
0.58754,-0.010692,0,9.7338,0.46646,-0.0003301,5.2781
0.58754,-0.010692,0,9.7338,0.46646,-0.0003301,5.2781
0.58754,-0.010692,0,9.7338,0.46646,-0.0003301,5.2781
0.58754,-0.010692,0,9.7338,0.46646,-0.0003301,5.2781
0.58754,-0.010692,0,9.7338,0.46646,-0.0003301,5.2781
0.59461,-0.0091367,0,9.355,0.30956,-0.00022431,5.6611
0.59584,-0.010573,0,9.7425,0.29785,-0.0003559,5.2643
0.59584,-0.010573,0,9.7425,0.29785,-0.0003559,5.2643
0.59584,-0.010573,0,9.7425,0.29785,-0.0003559,5.2643
0.59584,-0.010573,0,9.7425,0.29785,-0.0003559,5.2643
0.59168,-0.0081875,0,9.1084,0.36403,-0.00014427,5.9691
0.59168,-0.0081875,0,9.1084,0.36403,-0.00014427,5.9691
0.59168,-0.0081875,0,9.1084,0.36403,-0.00014427,5.9691
0.60417,-0.0099996,0,9.6648,0.18394,-0.00033122,5.1464
0.60417,-0.0099996,0,9.6648,0.18394,-0.00033122,5.1464
0.60417,-0.0099996,0,9.6648,0.18394,-0.00033122,5.1464
0.60417,-0.0099996,0,9.6648,0.18394,-0.00033122,5.1464
0.60417,-0.0099996,0,9.6648,0.18394,-0.00033122,5.1464
0.60417,-0.0099996,0,9.6648,0.18394,-0.00033122,5.1464
0.6,-0.0074992,0,8.9708,0.22427,-9.7681e-05,5.4178
0.5991,-0.0076488,0,9.0168,0.2366,-0.00011172,5.4136
0.6,-0.0074992,0,8.9708,0.22427,-9.7681e-05,5.4178
0.60833,-0.0074988,0,8.968,0.13479,-6.8291e-05,5.035
0.60833,-0.0074988,0,8.968,0.13479,-6.8291e-05,5.035
0.60833,-0.0074988,0,8.968,0.13479,-6.8291e-05,5.035
0.60833,-0.0074988,0,8.968,0.13479,-6.8291e-05,5.035
0.60833,-0.0074988,0,8.968,0.13479,-6.8291e-05,5.035
0.60833,-0.0074988,0,8.968,0.13479,-6.8291e-05,5.035
0.40055,-0.0056387,0,7.9572,-3.8406,-0.0052029,16.992
0.39947,-0.0049475,0,7.3382,-3.5908,-0.0053191,23.129
0.39947,-0.0049475,0,7.3382,-3.5908,-0.0053191,23.129
0.56677,-0.0070954,0,8.4335,0.77215,0.00040738,1.9075
0.56677,-0.0070954,0,8.4335,0.77215,0.00040738,1.9075
0.56677,-0.0070954,0,8.4335,0.77215,0.00040738,1.9075
0.56677,-0.0070954,0,8.4335,0.77215,0.00040738,1.9075
0.57429,-0.0070748,0,8.5497,0.72137,0.00024595,3.6664
0.5751,-0.0070737,0,8.5583,0.71337,0.00022909,3.8575
0.5751,-0.0070737,0,8.5583,0.71337,0.00022909,3.8575
0.58548,-0.0057957,0,7.9322,0.49663,0.00019736,6.2497
0.58961,-0.0057717,0,7.9872,0.38512,0.00015986,6.4969
0.59375,-0.0057155,0,8.0425,0.2808,0.00023627,6.3609
0.59168,-0.0045327,0,7.2669,0.30189,0.000699,6.7131
0.59168,-0.0045327,0,7.2669,0.30189,0.000699,6.7131
0.59794,-0.0053465,0,7.9421,0.21258,0.00025837,5.6093
0.59793,-0.0049316,0,7.6934,0.19645,0.00032471,5.631
0.59794,-0.0053465,0,7.9421,0.21258,0.00025837,5.6093
0.59794,-0.0053465,0,7.9421,0.21258,0.00025837,5.6093
0.59794,-0.0053465,0,7.9421,0.21258,0.00025837,5.6093
0.59911,-0.0040255,0,7.1535,0.16216,0.00056498,5.4605
0.6,-0.0037459,0,7.075,0.17174,0.00059933,5.5978
0.6,-0.0037459,0,7.075,0.17174,0.00059933,5.5978
0.6,-0.0037459,0,7.075,0.17174,0.00059933,5.5978
0.6,-0.0037459,0,7.075,0.17174,0.00059933,5.5978
0.39938,0.0050234,0,7.298,3.8947,-0.0049799,22.39
0.39938,0.0050234,0,7.298,3.8947,-0.0049799,22.39
0.40045,0.0057403,0,7.9248,4.1757,-0.0066119,15.998
0.59185,0.0051209,0,6.4365,-1.1256,0.0010484,-2.0278
0.59081,0.0057697,0,7.0056,-1.1558,0.0011416,-2.8092
0.59355,0.0065206,0,7.6735,-1.1811,0.00098055,-0.95038
0.5929,0.0057432,0,7.0327,-1.1634,0.0010483,-1.3057
0.5929,0.0057432,0,7.0327,-1.1634,0.0010483,-1.3057
0.60208,0.0049921,0,6.8573,-0.87874,0.00080989,4.1796
0.60208,0.0049921,0,6.8573,-0.87874,0.00080989,4.1796
0.60833,0.0074997,0,8.609,-0.74526,0.00025358,4.2148
0.60833,0.0074997,0,8.609,-0.74526,0.00025358,4.2148
0.60833,0.0074997,0,8.609,-0.74526,0.00025358,4.2148
0.60833,0.0074997,0,8.609,-0.74526,0.00025358,4.2148
0.60833,0.0074997,0,8.609,-0.74526,0.00025358,4.2148
0.60833,0.0074997,0,8.609,-0.74526,0.00025358,4.2148
0.3995,0.0094837,0,8.9854,3.0313,0.0011603,11.996
0.3995,0.0094837,0,8.9854,3.0313,0.0011603,11.996
0.40167,0.010776,0,9.6249,3.1703,0.00085198,5.411
0.40167,0.010776,0,9.6249,3.1703,0.00085198,5.411
0.40805,0.012089,0,10.953,3.1587,-0.0027026,-8.8835
0.40805,0.012089,0,10.953,3.1587,-0.0027026,-8.8835
0.40805,0.012089,0,10.953,3.1587,-0.0027026,-8.8835
0.40805,0.012089,0,10.953,3.1587,-0.0027026,-8.8835
0.40806,0.010193,0,10.976,3.4824,-0.006511,-11.442
0.40806,0.010193,0,10.976,3.4824,-0.006511,-11.442
0.4091,0.010831,0,11.127,3.327,-0.006294,-12.286
0.4091,0.010831,0,11.127,3.327,-0.006294,-12.286
0.41648,0.0115,0,11.787,2.5865,-0.0033151,-20.333
0.54174,0.01145,0,8.8045,-0.7599,0.0017448,-12.432
0.5413,0.01144,0,8.7616,-0.75514,0.0017696,-12.524
0.55843,0.012115,0,10.071,-0.93772,0.00075511,-9.9532
0.55843,0.012115,0,10.071,-0.93772,0.00075511,-9.9532
0.55843,0.012115,0,10.071,-0.93772,0.00075511,-9.9532
0.55843,0.012115,0,10.071,-0.93772,0.00075511,-9.9532
0.55842,0.010225,0,8.6971,-0.85645,0.0015082,-10.037
0.55738,0.010873,0,9.1553,-0.88149,0.001336,-10.233
0.55738,0.010873,0,9.1553,-0.88149,0.001336,-10.233
0.55947,0.010854,0,9.2422,-0.89642,0.001266,-9.8267
0.55947,0.010854,0,9.2422,-0.89642,0.001266,-9.8267
0.57718,0.01082,0,9.9107,-1.0678,0.00064712,-6.9839
0.57718,0.01082,0,9.9107,-1.0678,0.00064712,-6.9839
0.58345,0.013263,0,10.67,-1.1467,-0.00017716,-5.2447
0.58345,0.013263,0,10.67,-1.1467,-0.00017716,-5.2447
0.58345,0.013263,0,10.67,-1.1467,-0.00017716,-5.2447
0.58346,0.0095645,0,9.4369,-1.143,0.00086283,-5.7635
0.58346,0.0095645,0,9.4369,-1.143,0.00086283,-5.7635
0.58346,0.0095645,0,9.4369,-1.143,0.00086283,-5.7635
0.58346,0.0095645,0,9.4369,-1.143,0.00086283,-5.7635
0.58136,0.01081,0,9.9939,-1.1293,0.0005349,-6.1378
0.59183,0.013199,0,10.484,-1.1525,-0.00023929,-2.1915
0.59183,0.013199,0,10.484,-1.1525,-0.00023929,-2.1915
0.59183,0.013199,0,10.484,-1.1525,-0.00023929,-2.1915
0.59183,0.013199,0,10.484,-1.1525,-0.00023929,-2.1915
0.60417,0.0099996,0,9.5736,-0.91242,9.4359e-05,2.8089
0.60417,0.0099996,0,9.5736,-0.91242,9.4359e-05,2.8089
0.60364,0.0093811,0,9.2938,-0.92894,0.00022032,2.9295
0.60417,0.0099996,0,9.5736,-0.91242,9.4359e-05,2.8089
0.60417,0.0099996,0,9.5736,-0.91242,9.4359e-05,2.8089
0.60417,0.0099996,0,9.5736,-0.91242,9.4359e-05,2.8089
0.60417,0.0099996,0,9.5736,-0.91242,9.4359e-05,2.8089
0.40807,0.018298,0,10.955,2.3392,0.0007476,-5.7293
0.40972,0.018309,0,11.116,2.3193,0.00084165,-7.5233
0.40807,0.018298,0,10.955,2.3392,0.0007476,-5.7293
0.40905,0.017149,0,11.075,2.461,0.0009531,-7.4992
0.40807,0.018298,0,10.955,2.3392,0.0007476,-5.7293
0.40807,0.018298,0,10.955,2.3392,0.0007476,-5.7293
0.40807,0.018298,0,10.955,2.3392,0.0007476,-5.7293
0.40807,0.018298,0,10.955,2.3392,0.0007476,-5.7293
0.41649,0.01834,0,11.708,2.1279,0.001062,-13.935
0.41649,0.01834,0,11.708,2.1279,0.001062,-13.935
0.41649,0.01834,0,11.708,2.1279,0.001062,-13.935
0.41648,0.014622,0,11.841,2.4039,-0.0025684,-16.881
0.41648,0.014622,0,11.841,2.4039,-0.0025684,-16.881
0.41648,0.014622,0,11.841,2.4039,-0.0025684,-16.881
0.41648,0.014622,0,11.841,2.4039,-0.0025684,-16.881
0.41858,0.015868,0,11.941,2.1919,-0.0011672,-17.324
0.42277,0.015873,0,12.152,1.9417,-0.0025692,-19.646
0.42277,0.01572,0,12.154,1.9476,-0.0027772,-19.775
0.42277,0.015873,0,12.152,1.9417,-0.0025692,-19.646
0.42277,0.015873,0,12.152,1.9417,-0.0025692,-19.646
0.42277,0.015873,0,12.152,1.9417,-0.0025692,-19.646
0.43324,0.017129,0,12.396,1.3293,-0.0026739,-21.895
0.43324,0.017129,0,12.396,1.3293,-0.0026739,-21.895
0.43324,0.017129,0,12.396,1.3293,-0.0026739,-21.895
0.43324,0.017129,0,12.396,1.3293,-0.0026739,-21.895
0.44161,0.017134,0,12.437,0.94619,-0.0027855,-22.819
0.44153,0.017043,0,12.43,0.94881,-0.0027563,-22.863
0.44161,0.017134,0,12.437,0.94619,-0.0027855,-22.819
0.44122,0.017133,0,12.437,0.96244,-0.0027955,-22.796
0.44161,0.017134,0,12.437,0.94619,-0.0027855,-22.819
0.44161,0.017134,0,12.437,0.94619,-0.0027855,-22.819
0.44161,0.015224,0,12.199,0.92564,-0.0012261,-23.798
0.44156,0.015223,0,12.2,0.92796,-0.0012357,-23.795
0.44056,0.01586,0,12.335,0.98277,-0.0023778,-23.441
0.44056,0.01586,0,12.335,0.98277,-0.0023778,-23.441
0.44265,0.015884,0,12.31,0.89202,-0.0020688,-23.541
0.44265,0.015884,0,12.31,0.89202,-0.0020688,-23.541
0.44997,0.017099,0,12.377,0.61853,-0.0022161,-23.002
0.45186,0.017091,0,12.353,0.55434,-0.0020689,-22.924
0.44997,0.017099,0,12.377,0.61853,-0.0022161,-23.002
0.44997,0.017099,0,12.377,0.61853,-0.0022161,-23.002
0.44997,0.017099,0,12.377,0.61853,-0.0022161,-23.002
0.44997,0.015123,0,11.812,0.57445,0.00074601,-23.776
0.44892,0.015828,0,12.156,0.63041,-0.0008717,-23.681
0.44892,0.015828,0,12.156,0.63041,-0.0008717,-23.681
0.45198,0.016992,0,12.329,0.5486,-0.0019346,-22.957
0.45101,0.015776,0,12.065,0.55872,-0.00045765,-23.467
0.45101,0.015776,0,12.065,0.55872,-0.00045765,-23.467
0.45832,0.015218,0,11.49,0.29695,0.001463,-23.297
0.45884,0.015224,0,11.473,0.28199,0.0014872,-23.254
0.45727,0.015845,0,11.944,0.35229,-6.6217e-05,-23.167
0.45936,0.015867,0,11.891,0.28971,7.9644e-05,-23
0.47501,0.015218,0,10.935,-0.10062,0.0019378,-21.63
0.47397,0.015866,0,11.517,-0.067717,0.00075663,-21.598
0.47606,0.015847,0,11.466,-0.10989,0.00082205,-21.369
0.48336,0.017093,0,11.892,-0.22886,-0.00066139,-20.204
0.48336,0.017093,0,11.892,-0.22886,-0.00066139,-20.204
0.48336,0.017093,0,11.892,-0.22886,-0.00066139,-20.204
0.48336,0.017093,0,11.892,-0.22886,-0.00066139,-20.204
0.48336,0.015107,0,10.71,-0.24951,0.0020257,-20.611
0.48309,0.015107,0,10.712,-0.24476,0.0020299,-20.651
0.48338,0.015108,0,10.711,-0.24997,0.0020242,-20.607
0.48231,0.015777,0,11.259,-0.22628,0.0010809,-20.637
0.48231,0.015777,0,11.259,-0.22628,0.0010809,-20.637
0.4844,0.015799,0,11.255,-0.26234,0.0010152,-20.31
0.4844,0.015799,0,11.255,-0.26234,0.0010152,-20.31
0.49171,0.017153,0,11.838,-0.36153,-0.00066439,-19.172
0.49171,0.017153,0,11.838,-0.36153,-0.00066439,-19.172
0.49171,0.017153,0,11.838,-0.36153,-0.00066439,-19.172
0.49171,0.017153,0,11.838,-0.36153,-0.00066439,-19.172
0.49171,0.0153,0,10.9,-0.37039,0.001482,-19.473
0.49066,0.015929,0,11.322,-0.35532,0.00070557,-19.531
0.49066,0.015929,0,11.322,-0.35532,0.00070557,-19.531
0.49275,0.015905,0,11.297,-0.38403,0.00069485,-19.247
0.49275,0.015905,0,11.297,-0.38403,0.00069485,-19.247
0.50005,0.017131,0,11.768,-0.47386,-0.0006418,-18.051
0.50211,0.01714,0,11.759,-0.49981,-0.00065249,-17.797
0.50005,0.017131,0,11.768,-0.47386,-0.0006418,-18.051
0.50005,0.017131,0,11.768,-0.47386,-0.0006418,-18.051
0.50005,0.017131,0,11.768,-0.47386,-0.0006418,-18.051
0.50004,0.015214,0,10.88,-0.47561,0.0012605,-18.286
0.499,0.015854,0,11.258,-0.46809,0.00059923,-18.387
0.499,0.015854,0,11.258,-0.46809,0.00059923,-18.387
0.50839,0.017127,0,11.714,-0.57209,-0.0006514,-16.911
0.50664,0.017132,0,11.726,-0.5539,-0.00064922,-17.167
0.50839,0.017127,0,11.714,-0.57209,-0.0006514,-16.911
0.50839,0.017127,0,11.714,-0.57209,-0.0006514,-16.911
0.50839,0.017127,0,11.714,-0.57209,-0.0006514,-16.911
0.52715,0.015876,0,11.33,-0.75255,-0.00019592,-14.379
0.52715,0.015876,0,11.33,-0.75255,-0.00019592,-14.379
0.53341,0.018352,0,11.666,-0.78328,-0.00072032,-13.251
0.53341,0.018352,0,11.666,-0.78328,-0.00072032,-13.251
0.53341,0.018352,0,11.666,-0.78328,-0.00072032,-13.251
0.53293,0.01405,0,10.514,-0.78296,0.00080885,-13.698
0.53341,0.014632,0,10.888,-0.79868,0.00037686,-13.574
0.53341,0.014632,0,10.888,-0.79868,0.00037686,-13.574
0.53341,0.014632,0,10.888,-0.79868,0.00037686,-13.574
0.53341,0.014632,0,10.888,-0.79868,0.00037686,-13.574
0.53132,0.015879,0,11.332,-0.78743,-0.00025929,-13.8
0.53549,0.015873,0,11.327,-0.817,-0.00032791,-13.159
0.54175,0.018339,0,11.583,-0.83853,-0.00066336,-12.029
0.54175,0.018339,0,11.583,-0.83853,-0.00066336,-12.029
0.54175,0.018339,0,11.583,-0.83853,-0.00066336,-12.029
0.55008,0.018322,0,11.495,-0.88742,-0.00061591,-10.787
0.55008,0.018322,0,11.495,-0.88742,-0.00061591,-10.787
0.55008,0.018322,0,11.495,-0.88742,-0.00061591,-10.787
0.55842,0.018302,0,11.391,-0.9301,-0.00054372,-9.5052
0.55842,0.018302,0,11.391,-0.9301,-0.00054372,-9.5052
0.55842,0.018302,0,11.391,-0.9301,-0.00054372,-9.5052
0.55842,0.018302,0,11.391,-0.9301,-0.00054372,-9.5052
0.55842,0.018302,0,11.391,-0.9301,-0.00054372,-9.5052
0.55842,0.018302,0,11.391,-0.9301,-0.00054372,-9.5052
0.57926,0.015756,0,10.993,-1.0746,-0.00043714,-6.0278
0.57926,0.015756,0,10.993,-1.0746,-0.00043714,-6.0278
0.57926,0.015756,0,10.993,-1.0746,-0.00043714,-6.0278
0.57926,0.015756,0,10.993,-1.0746,-0.00043714,-6.0278
0.57926,0.015756,0,10.993,-1.0746,-0.00043714,-6.0278
0.57926,0.015756,0,10.993,-1.0746,-0.00043714,-6.0278
0.58763,0.015706,0,10.823,-1.104,-0.00042943,-3.76
0.58763,0.015706,0,10.823,-1.104,-0.00042943,-3.76
0.58763,0.015706,0,10.823,-1.104,-0.00042943,-3.76
0.58763,0.015706,0,10.823,-1.104,-0.00042943,-3.76
0.4123,0.020802,0,11.315,2.0652,0.00050819,-9.1461
0.4123,0.020802,0,11.315,2.0652,0.00050819,-9.1461
0.4123,0.020802,0,11.315,2.0652,0.00050819,-9.1461
0.4123,0.020802,0,11.315,2.0652,0.00050819,-9.1461
0.42069,0.022849,0,11.799,1.6975,0.00044272,-14.037
0.42122,0.020829,0,11.9,1.7879,0.00081092,-15.398
0.42069,0.020828,0,11.872,1.8093,0.00079307,-15.109
0.42069,0.020828,0,11.872,1.8093,0.00079307,-15.109
0.42069,0.020828,0,11.872,1.8093,0.00079307,-15.109
0.42069,0.020828,0,11.872,1.8093,0.00079307,-15.109
0.45832,0.02334,0,12.428,0.38056,8.2693e-05,-20.424
0.45832,0.02334,0,12.428,0.38056,8.2693e-05,-20.424
0.45832,0.02334,0,12.428,0.38056,8.2693e-05,-20.424
0.46667,0.023342,0,12.406,0.17088,-9.6656e-05,-20.136
0.46667,0.023342,0,12.406,0.17088,-9.6656e-05,-20.136
0.46667,0.023342,0,12.406,0.17088,-9.6656e-05,-20.136
0.47501,0.023341,0,12.359,-0.0096114,-0.00023241,-19.589
0.47501,0.023341,0,12.359,-0.0096114,-0.00023241,-19.589
0.47501,0.023341,0,12.359,-0.0096114,-0.00023241,-19.589
0.52924,0.020834,0,11.8,-0.72368,-0.00057126,-13.602
0.52924,0.020834,0,11.8,-0.72368,-0.00057126,-13.602
0.5282,0.019608,0,11.76,-0.73078,-0.00067716,-13.876
0.52924,0.020834,0,11.8,-0.72368,-0.00057126,-13.602
0.52924,0.020834,0,11.8,-0.72368,-0.00057126,-13.602
0.52924,0.020834,0,11.8,-0.72368,-0.00057126,-13.602
0.52924,0.020834,0,11.8,-0.72368,-0.00057126,-13.602
0.53757,0.020821,0,11.705,-0.78234,-0.00052989,-12.424
0.53757,0.020821,0,11.705,-0.78234,-0.00052989,-12.424
0.53833,0.019918,0,11.667,-0.79852,-0.00058485,-12.396
0.53757,0.020821,0,11.705,-0.78234,-0.00052989,-12.424
0.53757,0.020821,0,11.705,-0.78234,-0.00052989,-12.424
0.54591,0.020805,0,11.607,-0.83288,-0.00049388,-11.218
0.54591,0.020805,0,11.607,-0.83288,-0.00049388,-11.218
0.54508,0.019815,0,11.587,-0.84072,-0.00055851,-11.423
0.54591,0.020805,0,11.607,-0.83288,-0.00049388,-11.218
0.54591,0.020805,0,11.607,-0.83288,-0.00049388,-11.218
0.55425,0.020786,0,11.504,-0.87675,-0.00045857,-9.9732
0.55425,0.020786,0,11.504,-0.87675,-0.00045857,-9.9732
0.55425,0.020786,0,11.504,-0.87675,-0.00045857,-9.9732
0.55425,0.020786,0,11.504,-0.87675,-0.00045857,-9.9732
0.46249,0.025816,0,12.374,0.27874,0.00016757,-19.556
0.46249,0.025816,0,12.374,0.27874,0.00016757,-19.556
0.46249,0.025816,0,12.374,0.27874,0.00016757,-19.556
0.46249,0.025816,0,12.374,0.27874,0.00016757,-19.556
0.47084,0.025816,0,12.349,0.090954,8.1696e-05,-19.234
0.47084,0.025816,0,12.349,0.090954,8.1696e-05,-19.234
0.47084,0.025816,0,12.349,0.090954,8.1696e-05,-19.234
0.47084,0.025816,0,12.349,0.090954,8.1696e-05,-19.234
0.42071,-0.014621,0,11.798,-1.6654,-0.0014354,-14.844
0.42071,-0.014621,0,11.798,-1.6654,-0.0014354,-14.844
0.42909,-0.014634,0,11.974,-1.1543,-0.0012573,-16.988
0.42909,-0.014634,0,11.974,-1.1543,-0.0012573,-16.988
0.42909,-0.014634,0,11.974,-1.1543,-0.0012573,-16.988
0.42909,-0.014634,0,11.974,-1.1543,-0.0012573,-16.988
0.4249,-0.012738,0,11.875,-1.4218,-0.00069577,-17.744
0.42674,-0.014327,0,11.945,-1.2911,-0.0012837,-16.859
0.42595,-0.013368,0,11.916,-1.3469,-0.0010012,-17.474
0.42595,-0.013368,0,11.916,-1.3469,-0.0010012,-17.474
0.43328,-0.012691,0,11.684,-0.89469,0.0010552,-18.652
0.43223,-0.013372,0,11.872,-0.97339,4.2006e-06,-18.186
0.43223,-0.013372,0,11.872,-0.97339,4.2006e-06,-18.186
0.43432,-0.013315,0,11.809,-0.85703,0.00041375,-18.201
0.43432,-0.013315,0,11.809,-0.85703,0.00041375,-18.201
0.47921,-0.014631,0,11.302,0.38941,0.00040288,-12.755
0.4783,-0.01462,0,11.307,0.3762,0.00042376,-12.889
0.47921,-0.014631,0,11.302,0.38941,0.00040288,-12.755
0.47921,-0.014631,0,11.302,0.38941,0.00040288,-12.755
0.47921,-0.014631,0,11.302,0.38941,0.00040288,-12.755
0.47503,-0.012635,0,10.222,0.34104,0.0017156,-13.773
0.47399,-0.013313,0,10.749,0.32265,0.0013356,-13.821
0.47399,-0.013313,0,10.749,0.32265,0.0013356,-13.821
0.47608,-0.013292,0,10.717,0.3576,0.0012913,-13.48
0.47608,-0.013292,0,10.717,0.3576,0.0012913,-13.48
0.48755,-0.014623,0,11.222,0.50127,0.00029345,-11.464
0.48755,-0.014623,0,11.222,0.50127,0.00029345,-11.464
0.48755,-0.014623,0,11.222,0.50127,0.00029345,-11.464
0.48755,-0.014623,0,11.222,0.50127,0.00029345,-11.464
0.48338,-0.012776,0,10.395,0.45795,0.0013881,-12.398
0.48442,-0.013388,0,10.765,0.47063,0.0008367,-12.155
0.48442,-0.013388,0,10.765,0.47063,0.0008367,-12.155
0.49589,-0.014631,0,11.159,0.58954,0.00014,-10.178
0.49589,-0.014631,0,11.159,0.58954,0.00014,-10.178
0.49589,-0.014631,0,11.159,0.58954,0.00014,-10.178
0.49589,-0.014631,0,11.159,0.58954,0.00014,-10.178
0.51466,-0.013377,0,10.757,0.73683,0.00016411,-7.3056
0.51466,-0.013377,0,10.757,0.73683,0.00016411,-7.3056
0.51883,-0.013373,0,10.747,0.7617,7.7383e-05,-6.6683
0.41336,-0.010809,0,11.452,-2.4564,-0.0013891,-14.339
0.41336,-0.010809,0,11.452,-2.4564,-0.0013891,-14.339
0.41231,-0.010175,0,11.356,-2.607,-0.001138,-14.04
0.40891,-0.0089856,0,10.939,-3.1083,-0.0012648,-11.029
0.40806,-0.0089858,0,10.815,-3.197,-0.0019843,-9.4849
0.42072,-0.011427,0,11.7,-1.7364,9.3496e-05,-17.868
0.49589,-0.011441,0,9.3206,0.56408,0.0015461,-10.521
0.51153,-0.010863,0,9.3465,0.69093,0.0012145,-8.0532
0.51361,-0.010837,0,9.331,0.70144,0.0011571,-7.5938
0.51361,-0.010342,0,8.8823,0.67987,0.0012954,-7.6178
0.51361,-0.010837,0,9.331,0.70144,0.0011571,-7.5938
0.51257,-0.01019,0,8.6878,0.65976,0.001372,-7.8402
0.51353,-0.01018,0,8.7318,0.6718,0.0013431,-7.6424
0.52091,-0.012115,0,10.326,0.77091,0.00043064,-6.37
0.52091,-0.012115,0,10.326,0.77091,0.00043064,-6.37
0.52091,-0.012115,0,10.326,0.77091,0.00043064,-6.37
0.52091,-0.012115,0,10.326,0.77091,0.00043064,-6.37
0.53342,-0.0089655,0,8.5898,0.75519,0.0010024,-4.4157
0.54593,-0.0096223,0,9.4542,0.82697,0.00046129,-2.2277
0.54593,-0.0096223,0,9.4542,0.82697,0.00046129,-2.2277
0.54593,-0.0096223,0,9.4542,0.82697,0.00046129,-2.2277
0.54593,-0.0096223,0,9.4542,0.82697,0.00046129,-2.2277
0.54176,-0.0077621,0,7.9238,0.73644,0.00086608,-2.9617
0.54071,-0.0083649,0,8.3674,0.76387,0.00086158,-3.1072
0.54071,-0.0083649,0,8.3674,0.76387,0.00086158,-3.1072
0.54329,-0.0089716,0,8.9303,0.79881,0.00068406,-2.7453
0.5428,-0.008391,0,8.5023,0.77744,0.0008369,-2.8547
0.5428,-0.008391,0,8.5023,0.77744,0.0008369,-2.8547
0.56468,-0.0083468,0,9.104,0.79784,0.00026787,1.4325
0.56468,-0.0083468,0,9.104,0.79784,0.00026787,1.4325
0.56885,-0.0083283,0,9.1339,0.77872,0.00017903,2.3386
0.55426,-0.006457,0,7.4485,0.72941,0.0007514,-0.65154
0.55457,-0.0064609,0,7.4716,0.7328,0.00074476,-0.61927
0.56156,-0.0058628,0,7.3278,0.73233,0.00063765,0.72935
0.56364,-0.0058563,0,7.3762,0.72764,0.00059554,1.3266
0.56364,-0.0058563,0,7.3762,0.72764,0.00059554,1.3266
0.56243,-0.0052177,0,6.7662,0.69002,0.00063969,1.0211
0.5626,-0.0052147,0,6.7738,0.69085,0.00063719,1.0697
0.57258,-0.0070768,0,8.5296,0.73728,0.00028188,3.2687
0.57093,-0.0070778,0,8.505,0.74984,0.0003175,2.9008
